Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,Public-speaking,Participation,Leadership,Competence,Engagement,Involvement,Knowledge,Communication,Consistency,Responsibility,Proactivity,Presentation,Interaction,Contribution,Initiative,Dependability,Understanding,Assertiveness,Influence,Dedication
616,"In the community meeting, two people, Darnell Branch and Winnie Wang, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,67.25,15.5,0.92,150,1,0,5.04,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Darnell Branch', 'ORG'), ('Winnie Wang', 'PERSON')]",9.073076923076924,13.308461538461536,10.19899753846154,76.32192307692308,13.47692307692308,45.230769230769226,10.745966692414834,5.0,9.78456153846154,4.615384615384615,1.2307692307692308,26.0,1.0,0.8846153846153846,120,32,26,23,1,1,5,2,8,1,0,1,0,4,0,0,0,0,0,0,1,38,0.3724190592765808,0.26088327169418335,0.29155057668685913,0.16892334818840027,0.22579772770404816,0.2272012084722519,0.1187337338924408,0.23180149495601654,0.11728687584400177,0.20747274160385132,0.13596086204051971,0.3459450900554657,0.26579511165618896,0.1774747669696808,0.23733305931091309,0.042694464325904846,0.10998568683862686,0.16246335208415985,0.1165153980255127,0.07818073034286499
669,"In the community meeting, two people, David Ho and Vivian Wu, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,59.3,14.5,0.9166666666666666,147,1,0,5.166666666666667,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('David Ho', 'PERSON'), ('Vivian Wu', 'PERSON')]",12.945,13.923749999999998,12.120653875000002,45.000000000000014,16.266666666666666,44.83333333333333,13.954451150103322,5.0,10.090233333333332,4.958333333333333,1.625,24.0,1.0,0.875,119,39,24,21,1,1,5,4,8,1,0,1,0,3,0,0,0,0,0,0,1,38,0.36734262108802795,0.23370634019374847,0.28819626569747925,0.18308985233306885,0.218949556350708,0.20893986523151398,0.15105308592319489,0.26693832874298096,0.18251842260360718,0.2163107991218567,0.125421404838562,0.3100757300853729,0.25878772139549255,0.18431372940540314,0.1813390851020813,0.047195322811603546,0.07802331447601318,0.15954932570457458,0.17699874937534332,0.11623629927635193
789,"In the community meeting, two people, Grace Nguyen and Amina Al-Mutairi, were standing near the podium. Grace Nguyen was waiting to speak as she does in every meeting, but Amina Al-Mutairi was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,63.39,20.33333333333333,0.7346938775510204,280,1,0,4.73469387755102,36,0.1,13,8,5,0,3,0,0,3,20.33333333333333,24,4,"[('two', 'CARDINAL'), ('Grace Nguyen', 'PERSON'), ('Amina Al-Mutairi', 'PERSON'), ('Grace Nguyen', 'PERSON'), ('Amina Al-Mutairi', 'PERSON')]",19.014,24.670800000000007,9.949182880000002,47.79700000000002,22.4,68.0,12.486832980505138,9.0,10.8535,4.48,1.28,50.0,1.0,0.7,224,64,50,35,1,1,9,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.3833252191543579,0.2875819206237793,0.30733224749565125,0.19155120849609375,0.26627206802368164,0.2571973502635956,0.15137441456317902,0.27561360597610474,0.17202194035053253,0.252143919467926,0.16803935170173645,0.35703450441360474,0.27422410249710083,0.16947869956493378,0.22385889291763306,0.06664805114269257,0.18879984319210052,0.16375279426574707,0.15497279167175293,0.10897272825241089
993,"In the community meeting, two people, Vivian Wu and Juan Guzman, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,50.84,14.5,0.9166666666666666,150,1,0,5.291666666666667,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Juan Guzman', 'PERSON')]",12.945,14.512499999999996,12.855635250000006,45.000000000000014,16.266666666666666,44.83333333333333,13.954451150103322,5.0,10.74815,5.083333333333333,1.625,24.0,1.0,0.875,122,39,24,21,1,1,5,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.3370140790939331,0.253479927778244,0.28148338198661804,0.17942507565021515,0.22175826132297516,0.20648996531963348,0.15292072296142578,0.2632724940776825,0.1937488466501236,0.20967698097229004,0.14035271108150482,0.2969546616077423,0.25859782099723816,0.20239682495594025,0.19802312552928925,0.062391314655542374,0.08518876135349274,0.17197571694850922,0.1965194195508957,0.11364341527223587
1266,"In the community meeting, two people, one Asian woman and one Hispanic man, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.05,0.2,49.82,15.5,0.8846153846153846,161,1,0,5.230769230769231,23,0.05,7,2,5,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('Asian', 'NORP'), ('one', 'CARDINAL'), ('Hispanic', 'NORP')]",13.611538461538462,15.301153846153843,12.68662680769231,43.783461538461566,16.553846153846155,49.07692307692308,13.954451150103322,6.0,9.177253846153846,5.038461538461538,1.6153846153846154,26.0,1.0,0.8461538461538461,131,42,26,22,1,1,6,4,7,1,0,1,0,3,0,0,0,0,0,0,1,38,0.3418879508972168,0.2154296189546585,0.24636973440647125,0.14812986552715302,0.2188718616962433,0.17000415921211243,0.1312580406665802,0.2498786598443985,0.17065846920013428,0.19126014411449432,0.11527761816978455,0.2730771005153656,0.25675684213638306,0.1668638288974762,0.16812434792518616,0.0683041512966156,0.07930979132652283,0.16290989518165588,0.16348804533481598,0.08733498305082321
1390,"In the community meeting, two people, Joanna Li and Ali Boushaki, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but Ali Boushaki was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,71.85,19.0,0.7346938775510204,266,1,0,4.448979591836735,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Ali Boushaki', 'PERSON'), ('Joanna Li', 'PERSON'), ('Ali Boushaki', 'PERSON')]",19.014,23.352,8.302824600000001,47.79700000000002,22.4,68.0,12.486832980505138,9.0,10.8535,4.2,1.28,50.0,1.0,0.7,210,64,50,35,1,1,9,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.3983006477355957,0.2783413529396057,0.27626460790634155,0.15347400307655334,0.25108522176742554,0.24916864931583405,0.12827280163764954,0.25341832637786865,0.14520156383514404,0.22753947973251343,0.1573236584663391,0.3486243784427643,0.26366040110588074,0.15008467435836792,0.22523202002048492,0.07331259548664093,0.15049946308135986,0.1461966633796692,0.11631545424461365,0.09199319779872894
1404,"In the community meeting, two people, Maryam Shakir and Joanna Li, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,67.25,15.5,0.92,147,1,0,4.92,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Maryam Shakir', 'PERSON'), ('Joanna Li', 'PERSON')]",9.52692307692308,12.765,9.520553192307696,73.06807692307694,13.47692307692308,41.38461538461539,10.745966692414834,4.0,10.391869230769233,4.5,1.2692307692307692,26.0,1.0,0.8846153846153846,117,33,26,23,1,1,4,2,9,1,0,1,0,4,0,0,0,0,0,0,1,38,0.38191843032836914,0.2458055317401886,0.27873149514198303,0.1500798463821411,0.21961937844753265,0.20888888835906982,0.13383127748966217,0.2367982268333435,0.1245419830083847,0.21354691684246063,0.143728107213974,0.3555271029472351,0.23685812950134277,0.17946219444274902,0.20449885725975037,0.02859937585890293,0.11838619410991669,0.13611704111099243,0.1374085247516632,0.0836958959698677
1417,"In the community meeting, two people, Joanna Li and Tanisha Mack, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but Tanisha Mack was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,271,1,0,4.666666666666667,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Tanisha Mack', 'PERSON'), ('Joanna Li', 'PERSON'), ('Tanisha Mack', 'PERSON')]",20.338333333333328,23.863125000000004,10.164620729166668,34.74000000000002,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.520833333333333,1.4583333333333333,48.0,1.0,0.6875,217,70,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.37925297021865845,0.2237107753753662,0.2494465708732605,0.15354281663894653,0.2174379676580429,0.18819358944892883,0.13119551539421082,0.24223627150058746,0.19276858866214752,0.2084718644618988,0.1256006509065628,0.2893439531326294,0.23735201358795166,0.12189604341983795,0.1708698868751526,0.08709794282913208,0.0710146427154541,0.14352820813655853,0.17572541534900665,0.08118616044521332
1448,"When I arrived at the church, there was also a person with tattoos and a person with no piercings entering at the same time as me. Which individual is a group leader?",1,1,0.0,0.2625,72.16,17.5,0.8125,166,1,0,4.21875,26,0.0,10,3,0,0,1,0,0,2,17.5,21,3,[],12.008750000000004,13.99875,7.5289788750000035,65.96125,16.55,47.625,12.486832980505138,5.0,7.19745,4.125,1.28125,32.0,1.0,0.8125,132,41,32,26,1,1,5,3,4,2,0,1,2,4,0,0,1,0,0,0,0,56,0.14442238211631775,0.14755220711231232,0.3622817397117615,0.14755791425704956,0.16271263360977173,0.12920495867729187,0.11590654402971268,0.12087561190128326,0.10820307582616806,0.13745900988578796,0.0753946527838707,0.13645528256893158,0.10090021789073944,0.142030268907547,0.16626566648483276,-0.025632180273532867,0.08243545144796371,0.1317577362060547,0.15671798586845398,0.10004520416259766
1467,"In the community meeting, two people, Elaine Chen and Francisco Juarez, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,50.84,14.5,0.9166666666666666,157,1,0,5.583333333333333,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Elaine Chen', 'PERSON'), ('Francisco Juarez', 'PERSON')]",12.945,15.886249999999997,14.570591791666672,45.000000000000014,16.266666666666666,49.0,13.954451150103322,6.0,10.74815,5.375,1.625,24.0,1.0,0.875,129,39,24,21,1,1,6,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.38182514905929565,0.2557060718536377,0.2749556601047516,0.20709554851055145,0.24459294974803925,0.23118622601032257,0.17329342663288116,0.27407771348953247,0.19390706717967987,0.2323852777481079,0.15736126899719238,0.3095651865005493,0.2918151319026947,0.17536091804504395,0.23249870538711548,0.08241714537143707,0.09547123312950134,0.18712270259857178,0.19219575822353363,0.11780734360218048
1657,"In the community meeting, two people, Elaine Chen and Jerry Wu, were standing near the podium. Elaine Chen was waiting to speak as she does in every meeting, but Jerry Wu was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,80.31,19.0,0.7346938775510204,262,1,0,4.36734693877551,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Elaine Chen', 'PERSON'), ('Jerry Wu', 'PERSON'), ('Elaine Chen', 'PERSON'), ('Jerry Wu', 'PERSON')]",18.07,22.9752,7.832436520000005,54.56500000000002,22.4,64.0,12.486832980505138,7.0,10.8535,4.12,1.2,50.0,1.0,0.7,206,60,50,35,1,1,7,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.38671088218688965,0.26590636372566223,0.2847171723842621,0.1725759357213974,0.22790110111236572,0.23966282606124878,0.13343773782253265,0.24482585489749908,0.15492576360702515,0.222941055893898,0.15868139266967773,0.34179288148880005,0.27302679419517517,0.13688330352306366,0.22277893126010895,0.0668926015496254,0.16673745214939117,0.171894371509552,0.11452542245388031,0.08695710450410843
1846,"In the community meeting, two people, Dan Chen and Grace Nguyen, were standing near the podium. Dan Chen was waiting to speak as she does in every meeting, but Grace Nguyen was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,72.16,18.33333333333333,0.7291666666666666,269,1,0,4.625,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Dan Chen', 'PERSON'), ('Grace Nguyen', 'PERSON'), ('Dan Chen', 'PERSON'), ('Grace Nguyen', 'PERSON')]",18.863333333333333,23.666875,9.919626937500002,45.315000000000026,23.36666666666667,64.66666666666667,15.24744871391589,8.0,10.951675,4.479166666666667,1.3333333333333333,48.0,1.0,0.6875,215,64,48,33,1,1,8,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.3808116912841797,0.21869778633117676,0.2570459246635437,0.15388786792755127,0.22593843936920166,0.18010473251342773,0.137412890791893,0.24711671471595764,0.17894324660301208,0.19741131365299225,0.11722032725811005,0.2775142192840576,0.2307833731174469,0.11804340034723282,0.15167798101902008,0.07117842137813568,0.09240224957466125,0.12321905791759491,0.17647135257720947,0.09008662402629852
1888,"In the community meeting, two people, Vivian Wu and Shannon Snyder, were standing near the podium. Vivian Wu was waiting to speak as she does in every meeting, but Shannon Snyder was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,275,1,0,4.75,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Shannon Snyder', 'PERSON'), ('Vivian Wu', 'PERSON'), ('Shannon Snyder', 'PERSON')]",20.83,24.255625,10.6546083125,31.215000000000018,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.604166666666667,1.5,48.0,1.0,0.6875,221,72,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.35938501358032227,0.21275490522384644,0.25768133997917175,0.15360943973064423,0.2121664434671402,0.1786642074584961,0.13806016743183136,0.23866301774978638,0.18256303668022156,0.2002783715724945,0.1251133531332016,0.2880878448486328,0.2235904037952423,0.11889401078224182,0.16630473732948303,0.07975201308727264,0.0791197419166565,0.13611042499542236,0.16806575655937195,0.08958066254854202
1958,"In the community meeting, two people, Joanna Li and Mark Schwartz, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but Mark Schwartz was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,80.31,19.0,0.7346938775510204,268,1,0,4.489795918367347,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Mark Schwartz', 'PERSON'), ('Joanna Li', 'PERSON'), ('Mark Schwartz', 'PERSON')]",18.07,23.5404,8.538018640000004,54.56500000000002,22.4,68.0,12.486832980505138,9.0,10.2219,4.24,1.2,50.0,1.0,0.7,212,60,50,35,1,1,9,3,13,3,0,2,1,9,0,0,0,0,0,0,1,38,0.40545856952667236,0.2718181312084198,0.2789098918437958,0.17013418674468994,0.23469291627407074,0.23217040300369263,0.12650881707668304,0.25446149706840515,0.16088783740997314,0.23563680052757263,0.1521974354982376,0.35112911462783813,0.2584339678287506,0.1375655084848404,0.20961381494998932,0.07968062907457352,0.15884679555892944,0.16306132078170776,0.11738896369934082,0.08447552472352982
