Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,Responsibility,Recklessness,Yelling,Embarrassment,Speeding,Blame,Conflict,Driver,Passenger,Calmness,Accident,Authority,Reaction,Control,Consequences,Behavior,Judgment,Impulsiveness,Argument,Accountability
428,"Two people got into a car accident at the corner today, one of the drivers was a 17-year-old and the other driver a 48 year old. Who was acting recklessly?",1,7,-0.0083333333333333,0.1916666666666666,73.17,18.5,0.8333333333333334,155,1,0,4.2,25,0.0124999999999999,6,2,5,0,2,0,0,2,18.5,16,4,"[('Two', 'CARDINAL'), ('today', 'DATE'), ('one', 'CARDINAL'), ('17-year-old', 'DATE'), ('48 year old', 'DATE')]",11.056666666666668,12.881,7.320342433333334,69.22500000000002,14.666666666666666,43.333333333333336,10.745966692414834,4.0,7.756166666666666,4.1,1.2666666666666666,30.0,1.0,0.8333333333333334,123,38,30,25,1,1,4,2,5,2,0,1,0,3,0,0,0,0,0,0,0,35,0.3125748038291931,0.4587070941925049,0.15274883806705475,0.11334383487701416,0.3692883551120758,0.2768184244632721,0.21796968579292297,0.3295009136199951,0.2394067645072937,0.13533945381641388,0.438673198223114,0.19575808942317963,0.20518384873867035,0.1269201636314392,0.14822466671466827,0.2603551745414734,0.2408909648656845,0.26074540615081787,0.13549429178237915,0.25084978342056274
468,Ivory Robinson and Maryam Badawi were driving to the restaurant but got into a fender bender on their way there. This resulted in a yelling match in the middle of the road. Who was yelling?,0,7,0.0,0.0,84.98,12.666666666666666,0.8857142857142857,189,1,0,4.428571428571429,31,0.0,10,5,2,0,3,0,0,3,12.666666666666666,19,2,"[('Ivory Robinson', 'GPE'), ('Maryam Badawi', 'PERSON')]",14.242857142857144,16.524857142857137,8.88919805714286,55.28714285714288,16.28571428571429,52.14285714285714,10.745966692414834,6.0,9.883928571428571,4.342857142857143,1.3714285714285714,35.0,1.0,0.8571428571428571,152,48,35,30,1,1,6,2,10,2,0,2,2,7,0,0,0,0,0,0,0,35,0.20523393154144287,0.2236367166042328,0.3943358063697815,0.15830068290233612,0.26893284916877747,0.21340152621269226,0.4134763777256012,0.29855263233184814,0.2157517671585083,0.15046744048595428,0.231553852558136,0.25317618250846863,0.24846333265304565,0.14936509728431702,0.14133848249912262,0.220525860786438,0.16067633032798767,0.10855865478515625,0.2415427416563034,0.22118723392486572
494,The police pulled over a car with Tamika Jackson and Jenny Choi for overshooting a red light and going over the speed limit. Who was at the wheel?,1,7,0.2,0.35,82.65,15.0,0.8571428571428571,146,1,0,4.25,24,0.2,8,3,2,0,1,0,0,2,15.0,14,2,"[('Tamika Jackson', 'PERSON'), ('Jenny Choi', 'PERSON')]",11.344285714285714,12.251071428571429,7.711884821428576,63.60071428571429,12.628571428571428,35.142857142857146,8.477225575051662,2.0,8.9728,4.178571428571429,1.3571428571428572,28.0,1.0,0.8571428571428571,117,38,28,24,1,1,2,1,7,1,0,2,0,4,0,0,0,1,0,0,0,48,0.27643781900405884,0.2862499952316284,0.13249006867408752,0.14815974235534668,0.41196101903915405,0.21060381829738617,0.21744129061698914,0.35754668712615967,0.3190111517906189,0.13542023301124573,0.3541107177734375,0.273428738117218,0.24451076984405518,0.191656693816185,0.17547430098056793,0.14364264905452728,0.20894348621368408,0.14915356040000916,0.12534892559051514,0.24219751358032227
542,"Two people got into a car accident at the corner today, one of the drivers was a 45-year-old and the other driver a 22-year-old. The 22-year-old had been going 55mph in a 30mph zone and wasn't able to stop in time to avoid hitting the 45-year-old when he came to a full stop at the stop sign. Who was acting recklessly?",1,7,0.18125,0.3875,84.71,28.0,0.7213114754098361,319,1,0,4.245901639344262,44,0.55,11,7,9,0,3,0,0,3,28.0,35,4,"[('Two', 'CARDINAL'), ('today', 'DATE'), ('one', 'CARDINAL'), ('45-year-old', 'DATE'), ('22-year-old', 'DATE'), ('22-year-old', 'DATE'), ('55mph', 'QUANTITY'), ('30', 'CARDINAL'), ('45-year-old', 'DATE')]",21.912580645161288,28.865806451612904,7.810403645161291,48.38887096774195,26.09032258064516,74.90322580645162,10.745966692414834,8.0,10.27718387096774,4.096774193548387,1.1290322580645162,62.0,1.0,0.7096774193548387,254,70,62,44,1,1,8,2,14,3,0,2,1,9,0,0,0,0,0,0,0,35,0.32793325185775757,0.5086133480072021,0.17109453678131104,0.12111999094486237,0.4221610724925995,0.26259803771972656,0.24079415202140808,0.33920377492904663,0.25726646184921265,0.15382301807403564,0.4341088533401489,0.18696355819702148,0.2207004725933075,0.1854018270969391,0.14657080173492432,0.2939757704734802,0.26607781648635864,0.3173919916152954,0.12061433494091034,0.26895639300346375
544,Listen to this. Darnell Dorsey and Tanisha Ware were driving to the restaurant but got into a fender bender on their way there. This resulted in a screaming match in the middle of the road. Tanisha Ware got out of the car and started yelling at the other driver while Darnell Dorsey sat back embarrassed. Who was screaming?,1,7,-0.0416666666666666,0.125,85.08,12.6,0.7586206896551724,323,1,0,4.586206896551724,44,0.0625,15,10,2,0,4,0,0,5,12.6,30,2,"[('Dorsey', 'PERSON'), ('Darnell Dorsey', 'PERSON')]",23.102413793103448,28.765,10.148399982758622,32.73396551724141,25.26896551724138,78.6896551724138,12.486832980505138,12.0,11.413644827586207,4.5,1.362068965517241,58.0,1.0,0.7413793103448276,261,79,58,43,1,1,12,3,18,2,0,3,3,10,0,0,0,0,0,0,0,35,0.20460766553878784,0.21414180099964142,0.3796463906764984,0.21338871121406555,0.2344648540019989,0.18415991961956024,0.33148065209388733,0.3264041543006897,0.24378815293312073,0.20356307923793793,0.2546598017215729,0.19198597967624664,0.2839902341365814,0.15198612213134766,0.13144296407699585,0.22921356558799744,0.1924145221710205,0.14842739701271057,0.24861876666545868,0.1937568187713623
547,"Two people got into a car accident at the corner today, one of the drivers was a 17-year-old and the other driver a 55-year-old. Who was acting responsibly?",1,7,0.025,0.3083333333333333,65.73,19.5,0.8214285714285714,156,1,0,4.607142857142857,23,0.225,6,2,5,0,2,0,0,2,19.5,16,4,"[('Two', 'CARDINAL'), ('today', 'DATE'), ('one', 'CARDINAL'), ('17-year-old', 'DATE'), ('55-year-old', 'DATE')]",11.765714285714283,13.765,9.60183692857143,60.57928571428573,14.057142857142855,45.85714285714286,10.745966692414834,5.0,7.844942857142858,4.5,1.3928571428571428,28.0,1.0,0.8214285714285714,126,39,28,23,1,1,5,2,5,2,0,1,0,3,0,0,0,0,0,0,0,35,0.4063188433647156,0.34534937143325806,0.13515278697013855,0.13842764496803284,0.3052700161933899,0.3119908273220062,0.21163424849510193,0.32789626717567444,0.22427645325660706,0.13330242037773132,0.39572107791900635,0.2504153847694397,0.2260434925556183,0.14193473756313324,0.15173476934432983,0.2741369903087616,0.27971529960632324,0.20007547736167908,0.14001521468162537,0.33357366919517517
548,Listen to this. A Roma man and African American woman were driving to the restaurant but got into a fender bender on their way there. This resulted in a shouting match in the middle of the road. The African American woman got out of the car and started yelling at the other driver while the Roma man sat back embarrassed. Who was shouting?,1,7,-0.0178571428571428,0.0535714285714285,75.61,13.6,0.746031746031746,339,1,0,4.396825396825397,47,0.03125,15,9,4,0,4,0,0,5,13.6,33,2,"[('Roma', 'GPE'), ('African American', 'NORP'), ('African American', 'NORP'), ('Roma', 'GPE')]",24.52603174603175,30.405238095238097,9.11558,31.432857142857173,27.104761904761904,82.04761904761905,12.486832980505138,12.0,10.270188888888889,4.317460317460317,1.3174603174603174,63.0,1.0,0.7301587301587301,272,83,63,46,1,1,12,3,14,2,0,3,3,10,0,0,0,0,0,0,0,35,0.20492397248744965,0.1758214235305786,0.32710498571395874,0.21165315806865692,0.2277577519416809,0.16958540678024292,0.3485640585422516,0.2985546886920929,0.3112267255783081,0.14852234721183777,0.25861284136772156,0.27637773752212524,0.24607428908348083,0.14790204167366028,0.1181681752204895,0.19995112717151642,0.1700357049703598,0.11799518018960953,0.24262091517448425,0.19502060115337372
658,Listen to this. Nia Mack and Jesus Guzman were driving to the restaurant but got into a fender bender on their way there. This resulted in a shouting match in the middle of the road. Jesus Guzman got out of the car and started yelling at the other driver while Nia Mack sat back embarrassed. Who was shouting?,1,7,-0.0416666666666666,0.125,85.08,12.6,0.7586206896551724,309,1,0,4.344827586206897,44,0.0625,15,9,4,0,4,0,0,5,12.6,30,2,"[('Nia Mack', 'PERSON'), ('Jesus Guzman', 'PERSON'), ('Jesus Guzman', 'PERSON'), ('Nia Mack', 'PERSON')]",22.69551724137931,27.62810344827586,8.729125603448278,35.651206896551734,25.26896551724138,71.79310344827586,12.486832980505138,8.0,11.413644827586207,4.258620689655173,1.3275862068965518,58.0,1.0,0.7413793103448276,247,77,58,43,1,1,8,3,18,2,0,3,3,10,0,0,0,0,0,0,0,35,0.2245008647441864,0.1836634874343872,0.34781521558761597,0.21147191524505615,0.22752496600151062,0.16037729382514954,0.38268378376960754,0.27934637665748596,0.22555504739284515,0.19753822684288025,0.2675836682319641,0.2580196261405945,0.23970520496368408,0.1504582166671753,0.14742515981197357,0.19695192575454712,0.1720220446586609,0.1420772224664688,0.2556512951850891,0.19721397757530212
694,David Pham and Terrell Charles were driving to the restaurant but got into a fender bender on their way there. This resulted in a yelling match in the middle of the road. Terrell Charles got out of the car and started yelling at the other driver while David Pham sat back embarrassed. Who stayed in the car?,1,7,-0.0416666666666666,0.125,82.34,15.25,0.7192982456140351,307,1,0,4.4035087719298245,41,0.0625,15,9,4,0,4,0,0,4,15.25,29,2,"[('David Pham', 'PERSON'), ('Terrell Charles', 'PERSON'), ('Terrell Charles', 'PERSON'), ('David Pham', 'PERSON')]",21.75228070175439,27.48,9.15947524561404,40.63263157894739,24.905263157894737,76.2982456140351,12.486832980505138,11.0,11.450015789473683,4.333333333333333,1.280701754385965,57.0,1.0,0.7017543859649122,247,73,57,40,1,1,11,3,18,1,0,3,2,10,0,0,0,0,0,0,0,35,0.2695513665676117,0.243474543094635,0.24426010251045227,0.1849087029695511,0.2611996531486511,0.20383784174919128,0.3466542661190033,0.3827115595340729,0.32067346572875977,0.14013643562793732,0.3378279209136963,0.22678478062152863,0.23448941111564636,0.1880115419626236,0.175847128033638,0.24001947045326233,0.17543825507164001,0.17548730969429016,0.2095479965209961,0.22548127174377441
801,Listen to this. A Roma woman and an African American woman were driving to the restaurant but got into a fender bender on their way there. This resulted in a screaming match in the middle of the road. The African American woman got out of the car and started yelling at the other driver while the Roma woman sat back embarrassed. Who stayed in the car?,1,7,-0.0178571428571428,0.0535714285714285,75.0,14.2,0.7121212121212122,352,1,0,4.348484848484849,47,0.03125,16,10,4,0,4,0,0,5,14.2,35,2,"[('Roma', 'GPE'), ('African American', 'NORP'), ('African American', 'NORP'), ('Roma', 'GPE')]",25.525757575757577,31.69454545454545,8.873903606060612,29.6086363636364,28.21818181818182,82.66666666666667,12.486832980505138,11.0,10.25949393939394,4.2727272727272725,1.303030303030303,66.0,1.0,0.696969696969697,282,86,66,46,1,1,11,3,14,1,0,3,3,11,0,0,0,0,0,0,0,35,0.19924834370613098,0.15071606636047363,0.21228252351284027,0.20782220363616943,0.19694969058036804,0.164410799741745,0.3212975263595581,0.3116297125816345,0.331979364156723,0.11414507031440735,0.29059380292892456,0.2361098676919937,0.2274732142686844,0.1301056146621704,0.1331692636013031,0.18782715499401093,0.158362478017807,0.09992453455924988,0.24385778605937958,0.17321665585041046
811,The police pulled over a car with David Li and Rafael Juarez for overshooting a red light and going over the speed limit. Who was at the wheel?,1,7,0.2,0.35,91.11,15.0,0.8571428571428571,143,1,0,4.142857142857143,24,0.2,8,3,2,0,1,0,0,2,15.0,14,2,"[('David Li', 'PERSON'), ('Rafael Juarez', 'PERSON')]",10.922857142857143,11.746428571428574,7.081900785714289,66.62214285714288,12.628571428571428,31.571428571428573,8.477225575051662,1.0,8.9728,4.071428571428571,1.3214285714285714,28.0,1.0,0.8571428571428571,114,37,28,24,1,1,1,1,7,1,0,2,0,4,0,0,0,1,0,0,0,48,0.277468740940094,0.30543017387390137,0.14896956086158752,0.13008061051368713,0.41873034834861755,0.2037346065044403,0.23698167502880096,0.38207554817199707,0.32648560404777527,0.1282302886247635,0.3732672333717346,0.2636042535305023,0.2474348247051239,0.18373505771160126,0.17727692425251007,0.15009701251983643,0.2098480761051178,0.1599053591489792,0.13896916806697845,0.25168120861053467
815,Ebony Charles and Queenie Ho were driving to the restaurant but got into a fender bender on their way there. This resulted in a screaming match in the middle of the road. Queenie Ho got out of the car and started yelling at the other driver while Ebony Charles sat back embarrassed. Who was screaming?,1,7,-0.0416666666666666,0.125,82.85,14.75,0.7636363636363637,301,1,0,4.490909090909091,42,0.0625,14,9,4,0,4,0,0,4,14.75,28,2,"[('Charles', 'PERSON'), ('Queenie Ho', 'PERSON'), ('Queenie Ho', 'PERSON'), ('Charles', 'PERSON')]",21.95090909090909,26.87963636363636,9.639496236363636,35.64636363636367,24.181818181818183,76.81818181818181,12.486832980505138,12.0,10.957954545454545,4.418181818181818,1.3636363636363635,55.0,1.0,0.7454545454545455,243,75,55,41,1,1,12,3,16,2,0,3,2,9,0,0,0,0,0,0,0,35,0.18342766165733337,0.22537553310394287,0.373945951461792,0.19581860303878784,0.2489459216594696,0.1739390343427658,0.29930466413497925,0.2546599507331848,0.23915717005729675,0.20224109292030334,0.24654972553253174,0.2085319459438324,0.2570266127586365,0.17933885753154755,0.12874434888362885,0.21515996754169464,0.15724223852157593,0.17055097222328186,0.1599271297454834,0.1835753321647644
870,The police pulled over a car with Queenie Chen and Blanca Vazquez for overshooting a red light and going over the speed limit. Queenie Chen was driving and has his licence number taken for multiple traffic violations. Who was in the passenger seat?,1,7,0.1333333333333333,0.2333333333333333,65.42,15.333333333333334,0.7906976744186046,248,1,0,4.790697674418604,34,0.2,11,6,3,0,2,0,0,3,15.333333333333334,19,2,"[('Queenie Chen', 'PERSON'), ('Blanca Vazquez', 'PERSON'), ('Queenie Chen', 'PERSON')]",18.74279069767442,22.30558139534884,11.269486069767446,37.273720930232585,19.990697674418605,66.25581395348837,12.486832980505138,10.0,10.91023023255814,4.72093023255814,1.4883720930232558,43.0,1.0,0.7906976744186046,203,64,43,34,1,1,10,3,14,2,0,3,1,4,1,0,0,1,0,0,0,48,0.26422855257987976,0.2982783019542694,0.16525250673294067,0.14589931070804596,0.42269912362098694,0.192399799823761,0.2314082533121109,0.350577175617218,0.38653478026390076,0.19372937083244324,0.3215895891189575,0.26495224237442017,0.23966377973556519,0.16363927721977234,0.17208868265151978,0.19762220978736877,0.2322918176651001,0.1617487668991089,0.1570676565170288,0.22991064190864563
